order_id,customer_id,product_id,quantity,unit_price,order_date,shipping_city,order_status
O000113,C00332,P0060,2,294.15,2026-01-27 03:58:00,Bengaluru,Shipped
O000114,C02563,P0690,4,4940.77,2026-05-09 15:11:00,Coimbatore,Delivered
O000115,C01932,P0554,4,4902.42,2026-06-20 17:54:00,Coimbatore,Shipped
O000116,C00990,P0586,1,1154.2,2026-05-28 01:57:00,Pune,Returned
O000117,C00577,P0484,3,8222.21,2026-05-22 10:11:00,Bengaluru,Delivered
O000118,C02483,P0054,1,8384.65,2026-04-17 06:22:00,Chennai,Processing
O000119,C02399,P0027,3,8581.06,2026-04-15 13:06:00,Mumbai,Returned
O000120,C01370,P0004,1,1339.91,2026-04-17 17:38:00,Chennai,Delivered
O000121,C01489,P0187,3,5154.45,2026-02-10 17:15:00,Kochi,Returned
O000122,C01885,P0203,3,6531.42,2026-01-07 15:05:00,Mumbai,Delivered
O000123,C00472,P0270,1,8731.95,2026-02-14 09:09:00,Kochi,Delivered
O000124,C02782,P0421,1,8440.77,2026-05-07 15:17:00,Coimbatore,Shipped
O000125,C02042,P0196,4,4393.61,2026-02-28 01:05:00,Bengaluru,Delivered
O000126,C00919,P0337,2,1994.97,2026-01-15 03:57:00,Coimbatore,Shipped
O000127,C00510,P0338,4,2418.15,2026-03-14 15:17:00,Delhi,Delivered
O000128,C02164,P0265,3,3344.68,2026-03-23 01:33:00,Mumbai,Shipped
O000129,C00338,P0210,2,8500.3,2026-04-26 10:01:00,Bengaluru,Processing
O000130,C00493,P0501,3,2439.32,2026-04-07 12:13:00,Chennai,Delivered
O000131,C01940,P0224,1,2422.72,2026-03-24 01:03:00,Pune,Delivered
O000132,C01052,P0496,2,9815.02,2026-05-11 05:05:00,Kochi,Returned
O000133,C00593,P0551,1,8695.78,2026-01-21 04:53:00,Chennai,Delivered
O000134,C02939,P0148,1,1255.74,2026-03-23 04:53:00,Pune,Returned
O000135,C00197,P0178,4,5673.27,2026-06-18 23:11:00,Kochi,Returned
O000136,C01933,P0702,3,9903.95,2026-05-07 10:41:00,Chennai,Returned
O000137,C02991,P0107,4,992.48,2026-06-03 15:18:00,Kochi,Shipped
O000138,C00065,P0377,1,3179.76,2026-04-22 20:19:00,Mumbai,Returned
O000139,C01736,P0251,3,7031.92,2026-05-12 15:18:00,Kochi,Processing
O000140,C02853,P0604,2,6814.35,2026-06-18 07:11:00,Bengaluru,Delivered
O000141,C01420,P0648,1,6112.92,2026-01-29 00:16:00,Kochi,Delivered
O000142,C02100,P0506,2,6514.66,2026-01-21 07:47:00,Delhi,Processing
O000143,C00291,P0470,1,205.3,2026-06-01 23:30:00,Pune,Shipped
O000144,C01679,P0710,4,4772.38,2026-01-29 16:31:00,Delhi,Returned
O000145,C02078,P0370,1,3461.2,2026-05-15 17:24:00,Hyderabad,Shipped
O000146,C01548,P0477,1,4461.51,2026-04-18 02:18:00,Pune,Returned
O000147,C00542,P0080,3,7488.69,2026-03-29 23:30:00,Coimbatore,Delivered
O000148,C01410,P0462,3,2809.39,2026-05-27 06:40:00,Mumbai,Delivered
O000149,C01961,P0687,2,2919.51,2026-04-18 09:04:00,Bengaluru,Delivered
O000150,C00808,P0561,3,9754.52,2026-06-19 09:19:00,Bengaluru,Processing
O000151,C01125,P0213,1,4276.85,2026-02-16 17:39:00,Delhi,Processing
O000152,C01282,P0705,1,3427.16,2026-01-15 17:26:00,Bengaluru,Returned
O000153,C00444,P0464,4,9923.66,2026-03-22 14:54:00,Bengaluru,Returned
O000154,C02794,P0746,2,4646.96,2026-03-22 16:43:00,Chennai,Delivered
O000155,C02079,P0200,1,8064.94,2026-05-18 14:28:00,Mumbai,Shipped
O000156,C00250,P0166,1,6319.73,2026-04-30 06:57:00,Coimbatore,Returned
O000157,C01188,P0337,2,1994.97,2026-04-24 00:06:00,Mumbai,Delivered
O000158,C00542,P0126,4,6217.24,2026-06-02 19:58:00,Coimbatore,Shipped
O000159,C02496,P0538,4,7089.09,2026-06-15 04:39:00,Coimbatore,Shipped
O000160,C02344,P0269,4,6799.54,2026-04-15 03:04:00,Chennai,Shipped
O000161,C02192,P0318,4,9340.72,2026-05-02 21:58:00,Kochi,Returned
O000162,C00396,P0045,2,3896.94,2026-01-27 00:45:00,Mumbai,Returned
O000163,C01070,P0135,3,9762.67,2026-02-20 02:42:00,Kochi,Delivered
O000164,C02018,P0322,1,3075.32,2026-05-20 04:45:00,Delhi,Returned
O000165,C00551,P0344,2,2669.28,2026-04-27 03:59:00,Pune,Delivered
O000166,C02172,P0413,3,5755.57,2026-04-15 14:26:00,Pune,Returned
O000167,C01710,P0366,3,6806.89,2026-05-19 08:32:00,Pune,Delivered
O000168,C00753,P0291,1,5653.34,2026-06-15 02:07:00,Pune,Shipped
O000169,C01094,P0454,4,2095.86,2026-02-19 14:28:00,Mumbai,Processing
O000170,C01700,P0372,4,5991.23,2026-01-19 05:26:00,Chennai,Delivered
O000171,C00663,P0720,3,8925.71,2026-06-05 18:51:00,Kochi,Returned
O000172,C02622,P0443,3,1796.09,2026-01-20 10:58:00,Chennai,Processing
O000173,C02741,P0486,2,4214.23,2026-02-01 23:09:00,Coimbatore,Shipped
O000174,C02849,P0067,1,3696.01,2026-03-05 19:53:00,Coimbatore,Returned
O000175,C00991,P0539,1,8771.46,2026-02-13 17:07:00,Mumbai,Shipped
O000176,C01849,P0591,4,6346.66,2026-05-05 06:01:00,Hyderabad,Shipped
O000177,C00067,P0793,4,3714.92,2026-01-22 21:57:00,Bengaluru,Delivered
O000178,C01499,P0221,1,6255.24,2026-06-14 07:45:00,Bengaluru,Shipped
O000179,C01691,P0417,3,4565.4,2026-06-05 09:49:00,Delhi,Shipped
O000180,C02296,P0507,2,8483.65,2026-04-20 16:14:00,Kochi,Returned
O000181,C01214,P0286,4,5096.16,2026-02-18 05:46:00,Hyderabad,Processing
O000182,C01850,P0340,1,2040.26,2026-05-27 11:16:00,Bengaluru,Processing
O000183,C02317,P0278,4,1264.65,2026-05-19 08:38:00,Bengaluru,Returned
O000184,C01871,P0162,4,6800.39,2026-01-11 08:53:00,Kochi,Delivered
O000185,C00713,P0749,1,786.6,2026-05-03 17:03:00,Bengaluru,Delivered
O000186,C00370,P0498,4,3416.54,2026-05-30 20:08:00,Kochi,Processing
O000187,C01270,P0279,2,3009.41,2026-06-15 19:08:00,Kochi,Shipped
O000188,C01551,P0597,2,3970.52,2026-02-14 09:17:00,Delhi,Returned
O000189,C00046,P0042,3,2098.12,2026-02-12 19:57:00,Hyderabad,Processing
O000190,C02964,P0330,3,5601.33,2026-05-01 03:56:00,Bengaluru,Shipped
O000191,C00150,P0051,4,3973.71,2026-03-01 03:00:00,Chennai,Returned
O000192,C00175,P0569,1,3008.24,2026-04-08 19:08:00,Kochi,Shipped
O000193,C00578,P0277,2,3757.9,2026-06-08 21:39:00,Kochi,Returned
O000194,C01794,P0654,4,7103.27,2026-06-27 16:26:00,Pune,Processing
O000195,C00521,P0203,2,6531.42,2026-05-28 03:27:00,Mumbai,Returned
O000196,C01395,P0719,1,532.73,2026-04-03 17:08:00,Delhi,Processing
O000197,C02392,P0120,3,6904.92,2026-05-12 06:15:00,Kochi,Processing
O000198,C01211,P0428,1,9462.57,2026-01-18 18:03:00,Coimbatore,Delivered
O000199,C02972,P0238,3,4446.17,2026-04-13 15:25:00,Bengaluru,Delivered
O000200,C00074,P0720,4,8925.71,2026-01-28 14:25:00,Coimbatore,Shipped
O000201,C01087,P0553,4,3486.3,2026-03-03 17:26:00,Kochi,Delivered
O000202,C02831,P0031,4,739.63,2026-03-04 17:00:00,Chennai,Delivered
O000203,C01800,P0702,2,9903.95,2026-01-19 19:11:00,Mumbai,Processing
O000204,C02298,P0038,2,393.26,2026-02-05 13:25:00,Chennai,Delivered
O000205,C01017,P0410,3,4789.21,2026-01-12 11:43:00,Chennai,Processing
O000206,C01171,P0400,3,8795.04,2026-06-07 00:41:00,Bengaluru,Delivered
O000207,C01423,P0488,2,9348.84,2026-03-21 02:05:00,Hyderabad,Delivered
O000208,C01861,P0074,3,2079.76,2026-04-03 00:50:00,Kochi,Processing
O000209,C02725,P0607,2,1260.73,2026-03-25 15:21:00,Delhi,Delivered
O000210,C00384,P0296,2,8312.94,2026-05-01 16:34:00,Delhi,Delivered
O000211,C01478,P0078,2,9351.9,2026-02-19 17:46:00,Bengaluru,Returned
O000212,C00554,P0612,2,3735.5,2026-05-31 05:44:00,Bengaluru,Delivered
O000213,C00987,P0158,1,3560.08,2026-01-21 22:23:00,Mumbai,Returned
O000214,C02674,P0285,1,8360.15,2026-01-15 16:55:00,Delhi,Processing
O000215,C00588,P0229,4,9936.26,2026-02-12 18:18:00,Kochi,Processing
O000216,C00685,P0218,2,5916.82,2026-06-19 16:36:00,Bengaluru,Returned
O000217,C02977,P0043,2,5469.14,2026-03-23 12:52:00,Pune,Returned
O000218,C02429,P0142,3,152.07,2026-03-12 04:58:00,Bengaluru,Processing
O000219,C00706,P0493,2,534.0,2026-02-10 14:27:00,Kochi,Processing
O000220,C00612,P0491,2,3951.95,2026-06-14 08:21:00,Mumbai,Shipped
O000221,C00967,P0313,2,5724.63,2026-06-11 12:55:00,Kochi,Delivered
O000222,C02812,P0792,2,8389.63,2026-02-16 04:38:00,Chennai,Shipped
O000223,C01825,P0675,3,8934.69,2026-04-07 03:25:00,Chennai,Returned
O000224,C01450,P0667,2,6112.0,2026-03-20 23:16:00,Pune,Processing
O000225,C00294,P0688,4,7463.85,2026-02-26 00:51:00,Pune,Delivered
O000226,C02112,P0749,1,786.6,2026-05-28 04:53:00,Coimbatore,Processing
O000227,C02702,P0750,2,4603.74,2026-03-13 03:44:00,Delhi,Shipped
O000228,C01792,P0614,2,5908.82,2026-04-02 20:33:00,Hyderabad,Returned
O000229,C00660,P0380,2,666.44,2026-05-12 23:45:00,Hyderabad,Shipped
O000230,C00128,P0153,2,625.9,2026-05-31 16:43:00,Bengaluru,Processing
O000231,C02242,P0633,1,2845.22,2026-01-07 20:41:00,Hyderabad,Shipped
O000232,C00945,P0626,4,4287.21,2026-04-24 14:58:00,Bengaluru,Processing
O000233,C01129,P0085,3,7989.74,2026-03-29 09:12:00,Kochi,Processing
O000234,C01120,P0291,3,5653.34,2026-02-06 20:29:00,Coimbatore,Returned
O000235,C02004,P0228,2,1293.81,2026-04-20 19:11:00,Bengaluru,Shipped
O000236,C00947,P0168,2,3315.66,2026-03-06 18:11:00,Bengaluru,Shipped
O000237,C01988,P0208,3,2092.25,2026-04-06 23:32:00,Chennai,Returned
O000238,C02592,P0654,2,7103.27,2026-05-07 18:28:00,Mumbai,Processing
O000239,C00950,P0095,2,7753.59,2026-01-20 03:39:00,Coimbatore,Returned
O000240,C00884,P0338,1,2418.15,2026-02-07 14:20:00,Pune,Processing
O000241,C01562,P0355,4,2048.08,2026-04-24 12:00:00,Hyderabad,Returned
O000242,C01452,P0036,4,1558.0,2026-01-28 16:20:00,Mumbai,Delivered
O000243,C02549,P0371,1,5918.35,2026-06-16 18:25:00,Coimbatore,Shipped
O000244,C00928,P0236,2,7351.26,2026-04-04 13:29:00,Mumbai,Shipped
O000245,C02590,P0791,3,7042.88,2026-03-28 00:35:00,Delhi,Delivered
O000246,C01374,P0211,3,465.47,2026-01-29 01:52:00,Chennai,Shipped
O000247,C01067,P0747,1,9438.22,2026-01-20 07:57:00,Coimbatore,Returned
O000248,C02712,P0198,2,6947.88,2026-01-07 22:35:00,Bengaluru,Shipped
O000249,C00132,P0136,1,9081.55,2026-04-27 07:47:00,Pune,Shipped
O000250,C02584,P0130,4,7163.28,2026-01-11 13:32:00,Bengaluru,Returned
O000251,C02279,P0645,4,9521.65,2026-04-18 07:51:00,Mumbai,Delivered
O000252,C01969,P0769,1,4342.42,2026-06-09 21:14:00,Kochi,Returned
O000253,C02228,P0291,4,5653.34,2026-02-28 20:18:00,Bengaluru,Returned
O000254,C01759,P0321,1,1697.02,2026-05-28 05:46:00,Mumbai,Processing
O000255,C00332,P0588,1,6830.81,2026-01-05 04:23:00,Bengaluru,Processing
O000256,C02662,P0596,2,3439.36,2026-05-15 06:29:00,Bengaluru,Processing
O000257,C02329,P0015,2,5334.5,2026-02-07 15:07:00,Hyderabad,Processing
O000258,C00527,P0195,4,873.38,2026-06-05 09:53:00,Bengaluru,Returned
O000259,C02815,P0196,2,4393.61,2026-01-15 23:47:00,Kochi,Delivered
O000260,C02973,P0249,1,4250.12,2026-04-12 11:01:00,Chennai,Shipped
O000261,C00704,P0207,2,293.32,2026-06-03 23:35:00,Kochi,Returned
O000262,C00290,P0624,1,8528.36,2026-06-19 19:02:00,Chennai,Returned
O000263,C01267,P0390,1,1923.02,2026-01-19 11:34:00,Pune,Delivered
O000264,C01579,P0767,3,6194.4,2026-06-29 22:49:00,Delhi,Processing
O000265,C01365,P0423,2,805.35,2026-02-19 21:13:00,Mumbai,Returned
O000266,C01536,P0796,4,4753.83,2026-05-24 05:09:00,Kochi,Returned
O000267,C00077,P0599,1,1062.46,2026-05-15 00:30:00,Pune,Delivered
O000268,C01866,P0289,1,9583.99,2026-02-20 06:23:00,Chennai,Shipped
O000269,C00165,P0427,1,7722.75,2026-05-16 17:12:00,Hyderabad,Processing
O000270,C00778,P0676,1,157.32,2026-02-21 23:41:00,Chennai,Processing
O000271,C01883,P0635,2,4059.59,2026-01-31 00:43:00,Hyderabad,Processing
O000272,C02303,P0218,2,5916.82,2026-01-26 05:29:00,Chennai,Delivered
O000273,C01116,P0319,2,8409.93,2026-05-09 04:56:00,Coimbatore,Shipped
O000274,C01725,P0756,1,8540.93,2026-04-21 01:08:00,Bengaluru,Delivered
O000275,C02719,P0022,4,1191.13,2026-02-07 19:04:00,Coimbatore,Shipped
O000276,C02178,P0730,2,3102.76,2026-01-18 04:18:00,Mumbai,Delivered
O000277,C00399,P0041,3,7624.7,2026-01-26 00:11:00,Bengaluru,Returned
O000278,C02456,P0049,4,5730.67,2026-05-12 10:19:00,Kochi,Returned
O000279,C00108,P0693,3,1638.87,2026-06-22 21:50:00,Kochi,Shipped
O000280,C00138,P0717,4,9261.46,2026-06-22 15:37:00,Delhi,Returned
O000281,C02748,P0437,2,4248.56,2026-01-27 01:07:00,Chennai,Delivered
O000282,C01270,P0618,3,4111.77,2026-02-21 02:37:00,Kochi,Processing
O000283,C00551,P0143,2,3093.82,2026-04-09 11:09:00,Pune,Shipped
O000284,C01937,P0169,1,8645.46,2026-03-08 16:26:00,Pune,Shipped
O000285,C02779,P0660,3,7325.53,2026-01-04 16:26:00,Coimbatore,Returned
O000286,C00804,P0157,2,4630.82,2026-02-02 15:38:00,Coimbatore,Processing
O000287,C02383,P0041,3,7624.7,2026-03-21 08:51:00,Hyderabad,Shipped
O000288,C02030,P0086,3,5641.27,2026-05-29 07:18:00,Mumbai,Returned
O000289,C00302,P0010,4,9207.97,2026-01-21 14:53:00,Mumbai,Returned
O000290,C02915,P0764,4,9223.74,2026-02-27 01:03:00,Chennai,Returned
O000291,C01906,P0205,2,4275.6,2026-02-08 22:26:00,Pune,Processing
O000292,C01525,P0493,3,534.0,2026-05-16 08:13:00,Kochi,Returned
O000293,C02457,P0214,1,2750.7,2026-04-24 01:06:00,Hyderabad,Delivered
O000294,C02103,P0217,1,3503.09,2026-01-02 04:54:00,Pune,Processing
O000295,C02275,P0453,2,5915.17,2026-02-14 22:57:00,Chennai,Shipped
O000296,C02776,P0238,3,4446.17,2026-05-16 14:39:00,Kochi,Shipped
O000297,C01121,P0220,2,8346.5,2026-06-18 04:28:00,Pune,Shipped
O000298,C00538,P0299,2,4425.47,2026-04-17 10:18:00,Kochi,Delivered
O000299,C00499,P0018,3,7010.52,2026-06-12 09:22:00,Delhi,Shipped
O000300,C00023,P0197,3,1254.11,2026-04-08 13:19:00,Chennai,Processing
O000301,C01794,P0774,4,1562.02,2026-04-18 00:25:00,Pune,Returned
O000302,C02590,P0111,2,9271.32,2026-04-02 04:14:00,Delhi,Returned
O000303,C00976,P0265,3,3344.68,2026-02-14 04:15:00,Mumbai,Delivered
O000304,C01275,P0555,2,2733.2,2026-06-07 18:18:00,Hyderabad,Shipped
O000305,C02323,P0715,1,962.59,2026-03-05 03:25:00,Pune,Returned
O000306,C01688,P0620,3,7558.73,2026-04-10 14:44:00,Bengaluru,Delivered
O000307,C00615,P0785,4,9579.4,2026-06-20 18:56:00,Coimbatore,Returned
O000308,C02292,P0299,3,4425.47,2026-01-29 21:29:00,Bengaluru,Delivered
O000309,C01738,P0457,4,5802.71,2026-01-30 05:01:00,Kochi,Processing
O000310,C02803,P0504,4,2455.83,2026-06-14 18:49:00,Coimbatore,Processing
O000311,C02400,P0708,4,3265.42,2026-04-07 14:31:00,Hyderabad,Processing
O000312,C02309,P0439,2,9228.23,2026-04-21 12:32:00,Coimbatore,Delivered
O000313,C02254,P0188,2,6641.47,2026-05-02 15:31:00,Chennai,Processing
O000314,C02518,P0421,3,8440.77,2026-05-20 06:15:00,Coimbatore,Processing
O000315,C01192,P0732,3,5381.3,2026-04-30 12:56:00,Bengaluru,Shipped
O000316,C01208,P0302,4,2628.99,2026-06-21 19:03:00,Pune,Shipped
O000317,C00196,P0042,1,2098.12,2026-02-19 16:44:00,Delhi,Returned
O000318,C01013,P0524,3,5664.21,2026-02-10 23:00:00,Chennai,Delivered
O000319,C01987,P0241,2,7179.48,2026-06-22 09:00:00,Mumbai,Shipped
O000320,C00190,P0771,3,3548.02,2026-04-18 12:30:00,Pune,Shipped
O000321,C00649,P0321,1,1697.02,2026-06-17 16:48:00,Hyderabad,Delivered
O000322,C01947,P0346,2,6837.74,2026-04-07 16:53:00,Hyderabad,Returned
O000323,C02256,P0587,2,3226.67,2026-01-12 01:37:00,Delhi,Shipped
O000324,C00201,P0739,2,7330.72,2026-01-10 09:09:00,Bengaluru,Shipped
O000325,C00200,P0206,4,7412.93,2026-04-29 19:16:00,Coimbatore,Delivered
O000326,C00115,P0740,1,9717.89,2026-02-03 03:02:00,Chennai,Processing
O000327,C00740,P0200,2,8064.94,2026-05-09 18:32:00,Bengaluru,Processing
O000328,C02335,P0064,3,3290.97,2026-04-05 11:33:00,Coimbatore,Delivered
O000329,C00661,P0440,4,9802.7,2026-02-01 19:01:00,Hyderabad,Delivered
