transaction_id,store_id,product_id,customer_id,quantity,unit_price,transaction_date,payment_method
T000103,S005,P0124,C02054,3,9076.76,2026-03-31 15:54:00,Cash
T000104,S021,P0132,C02840,4,8576.74,2026-04-30 21:55:00,Wallet
T000105,S002,P0204,C00005,5,951.33,2026-05-17 15:52:00,UPI
T000106,S003,P0454,C00340,2,2095.86,2026-01-28 02:55:00,UPI
T000107,S005,P0145,C02935,3,2675.89,2026-02-16 03:41:00,Card
T000108,S016,P0303,C02766,3,9525.43,2026-04-12 14:47:00,Card
T000109,S024,P0695,C00213,3,4398.85,2026-02-21 13:42:00,Wallet
T000110,S016,P0709,C02713,4,104.31,2026-03-26 02:12:00,UPI
T000111,S004,P0776,C02536,4,994.43,2026-03-23 11:41:00,Wallet
T000112,S023,P0111,C01541,3,9271.32,2026-06-04 16:35:00,Wallet
T000113,S025,P0359,C01634,4,2458.76,2026-02-24 23:58:00,Wallet
T000114,S020,P0417,C01213,1,4565.4,2026-05-02 03:54:00,Wallet
T000115,S010,P0537,C00961,2,1254.63,2026-03-13 15:30:00,Cash
T000116,S023,P0017,C00072,5,9248.9,2026-01-10 18:36:00,Cash
T000117,S005,P0156,C00662,3,502.84,2026-02-09 16:02:00,Wallet
T000118,S007,P0699,C02919,3,2063.28,2026-02-07 21:51:00,Wallet
T000119,S005,P0640,C00821,2,3850.52,2026-02-24 10:55:00,UPI
T000120,S008,P0594,C00312,3,9238.26,2026-05-26 01:04:00,UPI
T000121,S023,P0470,C00088,3,205.3,2026-06-03 12:58:00,Cash
T000122,S014,P0490,C02752,2,1817.85,2026-01-16 12:20:00,UPI
T000123,S016,P0781,C00468,3,5370.5,2026-04-21 16:09:00,UPI
T000124,S024,P0085,C01347,1,7989.74,2026-02-24 01:50:00,UPI
T000125,S023,P0045,C00284,4,3896.94,2026-02-24 00:46:00,Card
T000126,S017,P0430,C00037,1,2345.57,2026-06-25 14:26:00,UPI
T000127,S018,P0138,C01644,3,9745.55,2026-03-11 08:36:00,Card
T000128,S011,P0686,C01072,4,8846.41,2026-06-12 06:00:00,Wallet
T000129,S011,P0570,C00833,2,1364.83,2026-01-22 04:50:00,Cash
T000130,S012,P0520,C02050,2,7626.21,2026-01-18 09:20:00,Wallet
T000131,S004,P0092,C02459,2,4028.26,2026-04-14 02:47:00,Cash
T000132,S019,P0585,C01651,4,7994.43,2026-03-18 15:24:00,UPI
T000133,S023,P0259,C01575,2,7345.66,2026-04-18 17:54:00,Wallet
T000134,S022,P0649,C01587,3,9469.45,2026-02-24 22:51:00,Card
T000135,S003,P0160,C00094,2,5876.12,2026-03-08 06:16:00,Wallet
T000136,S014,P0710,C00569,4,4772.38,2026-01-14 03:09:00,Cash
T000137,S010,P0150,C02124,2,2899.96,2026-04-20 11:40:00,Wallet
T000138,S019,P0552,C01365,3,947.5,2026-03-18 05:36:00,Card
T000139,S010,P0738,C02041,2,9853.09,2026-02-20 11:55:00,UPI
T000140,S001,P0041,C00141,2,7624.7,2026-04-18 16:26:00,Wallet
T000141,S010,P0681,C00204,1,7716.53,2026-05-02 18:16:00,Wallet
T000142,S019,P0018,C01310,1,7010.52,2026-06-26 05:29:00,UPI
T000143,S007,P0573,C01385,3,1786.29,2026-06-28 14:54:00,Card
T000144,S021,P0508,C00470,4,2136.59,2026-04-01 23:39:00,Card
T000145,S008,P0748,C00234,2,3169.59,2026-05-27 13:16:00,Cash
T000146,S013,P0431,C02685,2,5205.67,2026-01-03 19:08:00,Card
T000147,S002,P0014,C00367,1,5097.6,2026-06-02 06:46:00,UPI
T000148,S020,P0604,C00215,5,6814.35,2026-01-20 22:47:00,Card
T000149,S017,P0068,C02266,4,6389.9,2026-05-29 21:02:00,UPI
T000150,S018,P0745,C00015,3,9030.46,2026-02-07 11:03:00,UPI
T000151,S011,P0178,C02158,2,5673.27,2026-06-20 10:48:00,Cash
T000152,S020,P0067,C01373,5,3696.01,2026-01-04 05:08:00,Card
T000153,S020,P0640,C02798,1,3850.52,2026-04-28 05:02:00,Card
T000154,S021,P0051,C01076,2,3973.71,2026-05-08 10:48:00,Wallet
T000155,S008,P0428,C01740,1,9462.57,2026-01-30 23:00:00,Wallet
T000156,S021,P0404,C00698,5,8557.91,2026-04-15 08:58:00,UPI
T000157,S005,P0525,C00338,2,1451.9,2026-05-14 00:07:00,Wallet
T000158,S025,P0533,C00274,3,9271.54,2026-04-26 04:17:00,Cash
T000159,S025,P0799,C01880,3,206.59,2026-06-12 15:20:00,Wallet
T000160,S003,P0004,C01424,2,1339.91,2026-06-13 19:44:00,UPI
T000161,S007,P0038,C01429,5,393.26,2026-01-25 01:14:00,Card
T000162,S016,P0009,C02511,4,3085.29,2026-02-25 06:24:00,Card
T000163,S017,P0620,C01835,5,7558.73,2026-04-18 23:46:00,Cash
T000164,S019,P0143,C00388,5,3093.82,2026-05-20 05:40:00,UPI
T000165,S022,P0765,C01264,2,1777.63,2026-06-03 12:53:00,Wallet
T000166,S014,P0621,C00954,4,8632.83,2026-02-25 11:52:00,Cash
T000167,S013,P0664,C00118,1,4113.17,2026-02-23 06:31:00,Wallet
T000168,S017,P0438,C01962,1,3327.19,2026-06-23 19:41:00,Wallet
T000169,S022,P0491,C01631,2,3951.95,2026-01-04 12:38:00,Card
T000170,S018,P0419,C00968,4,343.71,2026-04-04 00:33:00,Cash
T000171,S025,P0026,C00360,4,5582.77,2026-03-19 10:28:00,Card
T000172,S019,P0471,C01645,2,6734.93,2026-05-09 04:15:00,Card
T000173,S014,P0189,C01742,4,2622.12,2026-06-29 17:02:00,Wallet
T000174,S001,P0528,C02831,5,3900.97,2026-06-16 15:33:00,Card
T000175,S003,P0459,C02637,4,4208.02,2026-04-16 14:00:00,Wallet
T000176,S018,P0333,C00693,2,9722.19,2026-04-01 12:01:00,UPI
T000177,S019,P0475,C01194,5,3011.03,2026-05-19 14:32:00,Card
T000178,S004,P0326,C02317,5,6655.54,2026-05-14 11:27:00,Card
T000179,S016,P0332,C01399,5,8935.46,2026-01-30 06:00:00,Wallet
T000180,S011,P0477,C00624,4,4461.51,2026-04-28 14:37:00,Wallet
T000181,S018,P0390,C01214,1,1923.02,2026-04-06 06:02:00,Card
T000182,S001,P0571,C01513,5,1762.72,2026-05-22 20:18:00,Cash
T000183,S004,P0031,C00297,3,739.63,2026-02-11 18:31:00,Wallet
T000184,S016,P0112,C01588,3,8260.57,2026-04-22 13:01:00,Card
T000185,S019,P0586,C00287,2,1154.2,2026-03-14 22:30:00,Cash
T000186,S018,P0406,C01438,1,2170.45,2026-06-26 23:13:00,Wallet
T000187,S010,P0083,C02656,1,6898.86,2026-04-22 21:38:00,Wallet
T000188,S025,P0041,C00230,3,7624.7,2026-03-14 23:57:00,UPI
T000189,S006,P0005,C02943,5,6938.1,2026-06-08 03:23:00,Cash
T000190,S017,P0277,C02435,2,3757.9,2026-01-23 03:32:00,Wallet
T000191,S021,P0575,C02013,3,9035.22,2026-01-23 22:10:00,Wallet
T000192,S021,P0051,C02566,2,3973.71,2026-01-05 21:02:00,UPI
T000193,S007,P0793,C00579,5,3714.92,2026-04-16 03:32:00,UPI
T000194,S011,P0127,C00417,2,980.71,2026-05-08 21:17:00,UPI
T000195,S013,P0066,C02637,5,5076.41,2026-05-20 03:24:00,UPI
T000196,S019,P0506,C01128,2,6514.66,2026-06-12 15:09:00,UPI
T000197,S012,P0412,C02710,5,4018.41,2026-05-09 19:50:00,Card
T000198,S007,P0186,C00664,2,5553.84,2026-01-09 22:47:00,Wallet
T000199,S021,P0620,C00864,1,7558.73,2026-03-16 14:21:00,UPI
T000200,S001,P0394,C00689,1,2911.6,2026-02-24 07:36:00,Wallet
T000201,S005,P0655,C00802,1,7096.19,2026-04-27 18:49:00,Cash
T000202,S005,P0177,C01577,4,4946.27,2026-04-08 03:54:00,Cash
T000203,S012,P0719,C02352,4,532.73,2026-02-20 16:01:00,Card
T000204,S001,P0481,C02602,3,580.78,2026-02-01 11:58:00,Cash
T000205,S021,P0507,C02828,1,8483.65,2026-04-29 14:05:00,Cash
T000206,S012,P0313,C01602,5,5724.63,2026-06-15 13:30:00,Wallet
T000207,S002,P0695,C02032,3,4398.85,2026-01-02 12:47:00,Wallet
T000208,S012,P0556,C02020,2,1057.73,2026-02-27 17:19:00,Cash
T000209,S009,P0260,C01527,2,1324.75,2026-03-14 09:08:00,Cash
T000210,S013,P0742,C00269,3,8185.79,2026-06-18 09:01:00,Wallet
T000211,S012,P0563,C02198,4,6057.9,2026-03-20 14:09:00,Card
T000212,S007,P0683,C01097,5,8931.71,2026-06-22 08:14:00,Cash
T000213,S021,P0576,C00937,3,6691.73,2026-01-02 14:09:00,Wallet
T000214,S016,P0646,C00656,4,5928.39,2026-01-09 00:31:00,Card
T000215,S017,P0445,C01605,3,1947.25,2026-01-07 05:14:00,Cash
T000216,S022,P0247,C00632,1,4396.32,2026-04-06 17:42:00,Wallet
T000217,S016,P0485,C01495,5,7988.55,2026-06-03 10:50:00,UPI
T000218,S008,P0521,C02495,3,4330.23,2026-03-27 05:49:00,Card
T000219,S025,P0792,C02665,4,8389.63,2026-05-27 14:40:00,Card
T000220,S010,P0673,C02658,3,7405.45,2026-03-03 18:58:00,Card
T000221,S023,P0747,C01764,5,9438.22,2026-04-11 06:34:00,Cash
T000222,S001,P0549,C00130,3,1936.82,2026-06-07 21:59:00,Cash
T000223,S024,P0327,C00245,3,4651.01,2026-04-11 01:45:00,UPI
T000224,S009,P0611,C00717,5,7798.54,2026-05-28 14:38:00,Wallet
T000225,S002,P0475,C00677,1,3011.03,2026-02-02 21:43:00,Wallet
T000226,S025,P0202,C01149,2,8603.22,2026-04-10 05:55:00,Card
T000227,S015,P0581,C00188,4,7430.75,2026-04-14 10:51:00,Card
T000228,S019,P0757,C02008,2,4855.21,2026-05-13 05:24:00,Cash
T000229,S022,P0277,C02601,3,3757.9,2026-04-22 07:53:00,UPI
T000230,S003,P0248,C02303,1,9033.86,2026-01-26 04:18:00,Wallet
T000231,S012,P0142,C01373,5,152.07,2026-05-10 04:02:00,UPI
T000232,S023,P0363,C00158,2,3200.47,2026-06-11 19:41:00,UPI
T000233,S022,P0308,C01407,1,4979.5,2026-04-11 21:24:00,Card
T000234,S007,P0576,C00386,3,6691.73,2026-03-08 18:52:00,Cash
T000235,S015,P0233,C00266,2,8252.74,2026-02-10 11:00:00,Cash
T000236,S008,P0791,C02801,2,7042.88,2026-02-22 03:10:00,Wallet
T000237,S003,P0636,C01355,2,9406.97,2026-01-24 00:52:00,UPI
T000238,S022,P0115,C00583,2,6337.55,2026-04-22 00:23:00,Cash
T000239,S006,P0590,C00120,3,3157.03,2026-06-10 20:15:00,Wallet
T000240,S009,P0367,C00757,4,8513.3,2026-02-09 00:56:00,Card
T000241,S006,P0565,C01779,4,6635.26,2026-06-08 18:33:00,Cash
T000242,S017,P0114,C02835,1,4586.29,2026-01-21 19:31:00,Cash
T000243,S007,P0508,C00916,5,2136.59,2026-04-08 00:51:00,Cash
T000244,S003,P0357,C01199,3,4375.29,2026-02-03 15:29:00,Cash
T000245,S020,P0648,C01767,1,6112.92,2026-06-12 21:33:00,UPI
T000246,S004,P0599,C00951,3,1062.46,2026-04-02 06:22:00,UPI
T000247,S012,P0489,C02727,3,2399.84,2026-03-03 22:16:00,Cash
T000248,S023,P0321,C02803,2,1697.02,2026-02-26 10:08:00,Wallet
T000249,S005,P0716,C00129,4,505.29,2026-02-19 18:16:00,Wallet
T000250,S014,P0191,C02228,1,8443.81,2026-03-04 12:54:00,Wallet
T000251,S009,P0205,C01014,4,4275.6,2026-03-08 22:30:00,Wallet
T000252,S022,P0098,C00576,1,4449.81,2026-01-14 09:23:00,Cash
T000253,S024,P0488,C01535,4,9348.84,2026-01-22 04:54:00,Card
T000254,S004,P0780,C01743,3,5537.46,2026-06-10 00:47:00,Card
T000255,S017,P0772,C01738,1,6650.14,2026-06-13 19:46:00,Cash
T000256,S021,P0539,C00486,5,8771.46,2026-01-27 03:47:00,Wallet
T000257,S019,P0402,C00655,1,5371.29,2026-04-28 20:20:00,UPI
T000258,S003,P0435,C02339,2,1474.61,2026-02-01 03:39:00,Wallet
T000259,S020,P0247,C00083,2,4396.32,2026-02-06 09:38:00,Cash
T000260,S002,P0076,C01786,4,6314.65,2026-03-09 06:09:00,Cash
T000261,S024,P0344,C00134,3,2669.28,2026-01-24 02:38:00,Card
T000262,S015,P0129,C02774,4,8288.85,2026-05-07 12:20:00,Card
T000263,S025,P0693,C00410,2,1638.87,2026-02-23 13:20:00,Card
T000264,S018,P0288,C00939,5,3932.63,2026-01-26 16:45:00,UPI
T000265,S003,P0316,C02057,3,512.74,2026-01-06 14:07:00,Cash
T000266,S005,P0666,C00624,1,9941.8,2026-01-19 16:36:00,Cash
T000267,S010,P0623,C00993,4,5792.3,2026-06-10 02:36:00,Cash
T000268,S018,P0048,C02784,2,1430.43,2026-02-23 23:27:00,Card
T000269,S008,P0740,C00973,1,9717.89,2026-04-18 12:48:00,Cash
T000270,S025,P0136,C01931,3,9081.55,2026-03-22 21:37:00,Cash
T000271,S006,P0453,C01551,4,5915.17,2026-04-26 05:29:00,UPI
T000272,S010,P0113,C02943,3,3582.38,2026-02-16 10:11:00,UPI
T000273,S007,P0767,C01169,3,6194.4,2026-01-03 06:05:00,UPI
T000274,S021,P0534,C02897,2,440.62,2026-06-18 19:21:00,Cash
T000275,S012,P0255,C01786,5,2214.97,2026-06-11 20:42:00,Card
T000276,S022,P0087,C00157,2,2098.71,2026-01-09 04:00:00,Wallet
T000277,S011,P0496,C00487,1,9815.02,2026-03-29 11:50:00,UPI
T000278,S004,P0418,C00603,5,8063.59,2026-05-04 20:57:00,Wallet
T000279,S011,P0620,C00519,4,7558.73,2026-06-03 18:39:00,UPI
T000280,S017,P0463,C00876,2,7009.64,2026-01-02 05:24:00,UPI
T000281,S003,P0438,C00579,5,3327.19,2026-05-14 08:41:00,UPI
T000282,S008,P0749,C02063,4,786.6,2026-02-01 06:34:00,Card
T000283,S018,P0161,C00402,5,4221.55,2026-06-05 01:00:00,Card
T000284,S011,P0407,C02324,1,1756.59,2026-05-18 00:47:00,Wallet
T000285,S014,P0224,C02783,4,2422.72,2026-05-13 17:28:00,Wallet
T000286,S005,P0117,C00111,3,1196.2,2026-02-09 07:22:00,Wallet
T000287,S021,P0500,C00005,4,2401.8,2026-04-04 03:55:00,Cash
T000288,S024,P0355,C02437,5,2048.08,2026-02-25 01:00:00,UPI
T000289,S009,P0383,C00805,1,6977.34,2026-03-25 04:43:00,Cash
T000290,S006,P0326,C00210,1,6655.54,2026-02-26 02:50:00,UPI
T000291,S024,P0135,C02647,4,9762.67,2026-06-27 04:19:00,Card
T000292,S020,P0574,C02025,5,9933.28,2026-03-10 09:20:00,UPI
T000293,S002,P0219,C01269,3,1397.47,2026-05-04 06:48:00,Card
T000294,S013,P0609,C01296,5,1275.15,2026-01-24 11:53:00,Wallet
T000295,S008,P0780,C01625,1,5537.46,2026-05-22 22:15:00,UPI
T000296,S025,P0279,C00035,5,3009.41,2026-03-17 15:56:00,Card
T000297,S022,P0280,C01672,4,7858.55,2026-05-07 14:53:00,Cash
T000298,S018,P0305,C02562,1,1076.57,2026-05-12 13:39:00,Card
T000299,S017,P0246,C01737,5,938.3,2026-02-19 08:32:00,UPI
T000300,S018,P0046,C00310,2,4649.6,2026-02-14 06:45:00,Card
T000301,S002,P0458,C00707,1,3532.14,2026-06-25 09:35:00,Cash
T000302,S009,P0103,C00999,2,8429.58,2026-04-11 03:30:00,Wallet
T000303,S010,P0062,C00412,5,2738.53,2026-05-30 20:03:00,Card
T000304,S008,P0153,C00012,1,625.9,2026-03-21 05:39:00,Card
T000305,S002,P0371,C00967,2,5918.35,2026-02-22 16:39:00,Card
T000306,S025,P0702,C02996,1,9903.95,2026-04-21 15:13:00,Wallet
T000307,S008,P0536,C00498,4,2548.41,2026-04-19 20:21:00,Wallet
T000308,S019,P0010,C00974,5,9207.97,2026-03-11 10:52:00,UPI
T000309,S008,P0665,C02873,4,7169.18,2026-06-09 03:40:00,Wallet
T000310,S024,P0615,C00052,4,6966.89,2026-06-05 13:04:00,Cash
T000311,S016,P0664,C01992,4,4113.17,2026-04-20 06:49:00,Card
T000312,S012,P0048,C00176,1,1430.43,2026-05-26 12:02:00,Card
T000313,S025,P0083,C01053,1,6898.86,2026-04-06 21:35:00,UPI
T000314,S004,P0486,C00037,4,4214.23,2026-01-17 15:20:00,Wallet
T000315,S012,P0248,C01102,5,9033.86,2026-02-12 01:09:00,UPI
T000316,S020,P0670,C02750,5,1786.79,2026-05-11 08:38:00,Cash
T000317,S015,P0107,C00739,2,992.48,2026-05-31 13:59:00,UPI
T000318,S025,P0542,C01521,1,6397.18,2026-03-17 20:36:00,UPI
T000319,S020,P0800,C02393,1,9198.59,2026-06-15 18:06:00,Cash
T000320,S009,P0659,C01245,3,7727.73,2026-04-01 13:35:00,Cash
T000321,S005,P0431,C02481,4,5205.67,2026-01-08 03:54:00,Wallet
T000322,S004,P0353,C01387,4,908.91,2026-02-16 11:00:00,Card
T000323,S003,P0465,C01753,4,856.68,2026-04-20 06:20:00,Card
T000324,S023,P0450,C01828,1,4833.69,2026-04-02 08:22:00,Wallet
T000325,S008,P0769,C00580,4,4342.42,2026-01-19 07:20:00,Cash
T000326,S024,P0411,C00437,2,2150.28,2026-06-18 12:41:00,Wallet
T000327,S018,P0784,C01564,4,2111.47,2026-04-06 04:57:00,Card
T000328,S016,P0026,C01525,3,5582.77,2026-03-22 04:10:00,Card
T000329,S018,P0470,C00404,2,205.3,2026-01-03 10:52:00,Wallet
T000330,S006,P0766,C01174,1,9568.02,2026-06-26 00:22:00,Card
T000331,S022,P0223,C02816,3,1097.95,2026-03-26 07:17:00,Wallet
T000332,S013,P0071,C01237,3,5958.46,2026-04-30 19:22:00,Wallet
T000333,S007,P0181,C02025,4,9734.39,2026-03-24 07:56:00,Card
T000334,S003,P0001,C01216,1,8187.68,2026-05-24 02:15:00,Wallet
T000335,S006,P0427,C00397,3,7722.75,2026-04-09 09:40:00,UPI
T000336,S017,P0384,C00761,3,8533.89,2026-06-04 07:14:00,Card
T000337,S018,P0116,C02462,4,2079.75,2026-05-15 07:25:00,Wallet
T000338,S016,P0213,C01703,3,4276.85,2026-01-27 19:08:00,UPI
T000339,S013,P0257,C01591,3,8913.16,2026-03-13 20:44:00,Wallet
T000340,S001,P0608,C02092,4,9699.3,2026-06-21 02:33:00,Card
T000341,S025,P0387,C02258,5,9206.54,2026-05-27 22:03:00,Card
T000342,S018,P0004,C00116,3,1339.91,2026-04-18 23:17:00,Card
T000343,S021,P0499,C02798,5,3884.48,2026-04-22 10:50:00,Card
T000344,S023,P0412,C02986,2,4018.41,2026-03-23 06:45:00,UPI
T000345,S006,P0784,C01412,5,2111.47,2026-02-20 01:41:00,Card
T000346,S004,P0799,C02896,5,206.59,2026-05-07 17:01:00,Card
T000347,S011,P0495,C00237,4,2593.21,2026-01-12 09:22:00,Card
T000348,S009,P0287,C00264,1,1573.93,2026-04-18 04:04:00,UPI
T000349,S019,P0387,C02809,2,9206.54,2026-02-01 15:27:00,UPI
T000350,S006,P0084,C02226,4,1223.23,2026-02-13 20:31:00,Card
T000351,S016,P0526,C00643,3,9168.71,2026-03-25 20:10:00,UPI
T000352,S003,P0532,C00789,1,6385.3,2026-04-09 08:04:00,UPI
T000353,S025,P0458,C02853,5,3532.14,2026-05-28 00:43:00,Wallet
T000354,S011,P0668,C00219,4,1829.66,2026-03-14 00:36:00,Wallet
T000355,S021,P0539,C02511,5,8771.46,2026-06-14 19:39:00,Cash
T000356,S019,P0591,C01955,3,6346.66,2026-01-02 15:45:00,Wallet
T000357,S011,P0640,C02459,1,3850.52,2026-03-14 04:28:00,Card
