product_id,product_desc,unit_price,stock_qty,reorder_level,source_file,load_timestamp
47580,TEA TIME DES TEA COSY,2.55,341,60,inventory.xml,2026-08-28 10:16:22.519868
22261,FELT EGG COSY WHITE RABBIT,0.85,318,69,inventory.xml,2026-08-28 10:16:22.519868
84832,ZINC WILLIE WINKIE  CANDLE STICK,0.85,69,89,inventory.xml,2026-08-28 10:16:22.519868
22644,CERAMIC CHERRY CAKE MONEY BANK,1.45,416,74,inventory.xml,2026-08-28 10:16:22.519868
21533,RETROSPOT LARGE MILK JUG,4.95,99,48,inventory.xml,2026-08-28 10:16:22.519868
21557,SET OF 6 FUNKY BEAKERS,2.95,402,71,inventory.xml,2026-08-28 10:16:22.519868
15056BL,EDWARDIAN PARASOL BLACK,5.95,3,67,inventory.xml,2026-08-28 10:16:22.519868
15056N,EDWARDIAN PARASOL NATURAL,5.95,398,28,inventory.xml,2026-08-28 10:16:22.519868
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1.45,393,24,inventory.xml,2026-08-28 10:16:22.519868
22176,BLUE OWL SOFT TOY,2.95,390,72,inventory.xml,2026-08-28 10:16:22.519868
22438,BALLOON ART MAKE YOUR OWN FLOWERS,1.95,332,51,inventory.xml,2026-08-28 10:16:22.519868
22778,GLASS CLOCHE SMALL,3.95,235,67,inventory.xml,2026-08-28 10:16:22.519868
22719,GUMBALL MONOCHROME COAT RACK,1.06,352,45,inventory.xml,2026-08-28 10:16:22.519868
21523,DOORMAT FANCY FONT HOME SWEET HOME,6.75,138,38,inventory.xml,2026-08-28 10:16:22.519868
D,Discount,27.50,390,32,inventory.xml,2026-08-28 10:16:22.519868
21912,VINTAGE SNAKES & LADDERS,3.75,277,50,inventory.xml,2026-08-28 10:16:22.519868
21832,CHOCOLATE CALCULATOR,1.65,229,85,inventory.xml,2026-08-28 10:16:22.519868
22379,RECYCLING BAG RETROSPOT,2.10,252,52,inventory.xml,2026-08-28 10:16:22.519868
22381,TOY TIDY PINK POLKADOT,1.85,284,50,inventory.xml,2026-08-28 10:16:22.519868
22798,ANTIQUE GLASS DRESSING TABLE POT,2.95,18,66,inventory.xml,2026-08-28 10:16:22.519868
22926,IVORY GIANT GARDEN THERMOMETER,5.95,69,98,inventory.xml,2026-08-28 10:16:22.519868
22839,3 TIER CAKE TIN GREEN AND CREAM,14.95,122,51,inventory.xml,2026-08-28 10:16:22.519868
22838,3 TIER CAKE TIN RED AND CREAM,14.95,57,67,inventory.xml,2026-08-28 10:16:22.519868
22783,SET 3 WICKER OVAL BASKETS W LIDS,16.95,219,55,inventory.xml,2026-08-28 10:16:22.519868
35004C,SET OF 3 COLOURED  FLYING DUCKS,4.65,334,68,inventory.xml,2026-08-28 10:16:22.519868
82484,WOOD BLACK BOARD ANT WHITE FINISH,6.45,327,55,inventory.xml,2026-08-28 10:16:22.519868
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,0.65,235,71,inventory.xml,2026-08-28 10:16:22.519868
22464,HANGING METAL HEART LANTERN,1.65,427,63,inventory.xml,2026-08-28 10:16:22.519868
21324,HANGING MEDINA LANTERN SMALL,2.95,282,74,inventory.xml,2026-08-28 10:16:22.519868
22457,NATURAL SLATE HEART CHALKBOARD,2.95,39,96,inventory.xml,2026-08-28 10:16:22.519868
22469,HEART OF WICKER SMALL,1.45,382,32,inventory.xml,2026-08-28 10:16:22.519868
22470,HEART OF WICKER LARGE,2.55,287,64,inventory.xml,2026-08-28 10:16:22.519868
22224,WHITE LOVEBIRD LANTERN,2.95,317,55,inventory.xml,2026-08-28 10:16:22.519868
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,12.75,282,48,inventory.xml,2026-08-28 10:16:22.519868
22189,CREAM HEART CARD HOLDER,3.95,276,39,inventory.xml,2026-08-28 10:16:22.519868
22427,ENAMEL FLOWER JUG CREAM,5.95,45,24,inventory.xml,2026-08-28 10:16:22.519868
22428,ENAMEL FIRE BUCKET CREAM,6.95,279,52,inventory.xml,2026-08-28 10:16:22.519868
22424,ENAMEL BREAD BIN CREAM,10.95,397,86,inventory.xml,2026-08-28 10:16:22.519868
22663,JUMBO BAG DOLLY GIRL DESIGN,1.95,151,27,inventory.xml,2026-08-28 10:16:22.519868
85049A,TRADITIONAL CHRISTMAS RIBBONS,1.25,301,52,inventory.xml,2026-08-28 10:16:22.519868
22168,ORGANISER WOOD ANTIQUE WHITE,8.50,15,97,inventory.xml,2026-08-28 10:16:22.519868
22662,LUNCH BAG DOLLY GIRL DESIGN,1.65,173,96,inventory.xml,2026-08-28 10:16:22.519868
84880,WHITE WIRE EGG HOLDER,4.95,218,37,inventory.xml,2026-08-28 10:16:22.519868
85099B,JUMBO BAG RED RETROSPOT,1.65,491,20,inventory.xml,2026-08-28 10:16:22.519868
79321,CHILLI LIGHTS,3.82,107,73,inventory.xml,2026-08-28 10:16:22.519868
22780,LIGHT GARLAND BUTTERFILES PINK,3.37,138,21,inventory.xml,2026-08-28 10:16:22.519868
22779,WOODEN OWLS LIGHT GARLAND,3.37,204,44,inventory.xml,2026-08-28 10:16:22.519868
22466,FAIRY TALE COTTAGE NIGHTLIGHT,1.45,496,59,inventory.xml,2026-08-28 10:16:22.519868
21363,HOME SMALL WOOD LETTERS,4.95,426,89,inventory.xml,2026-08-28 10:16:22.519868
21411,GINGHAM HEART  DOORSTOP RED,4.25,17,27,inventory.xml,2026-08-28 10:16:22.519868
22318,FIVE HEART HANGING DECORATION,2.95,116,72,inventory.xml,2026-08-28 10:16:22.519868
22915,ASSORTED BOTTLE TOP  MAGNETS,0.42,410,62,inventory.xml,2026-08-28 10:16:22.519868
22922,FRIDGE MAGNETS US DINER ASSORTED,0.85,29,30,inventory.xml,2026-08-28 10:16:22.519868
22969,HOMEMADE JAM SCENTED CANDLES,1.45,427,87,inventory.xml,2026-08-28 10:16:22.519868
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,0.85,140,87,inventory.xml,2026-08-28 10:16:22.519868
21115,ROSE CARAVAN DOORSTOP,6.75,458,58,inventory.xml,2026-08-28 10:16:22.519868
22242,5 HOOK HANGER MAGIC TOADSTOOL,1.65,146,95,inventory.xml,2026-08-28 10:16:22.519868
22941,CHRISTMAS LIGHTS 10 REINDEER,8.50,217,68,inventory.xml,2026-08-28 10:16:22.519868
21622,VINTAGE UNION JACK CUSHION COVER,4.95,330,92,inventory.xml,2026-08-28 10:16:22.519868
35004G,SET OF 3 GOLD FLYING DUCKS,6.35,63,96,inventory.xml,2026-08-28 10:16:22.519868
85014B,RED RETROSPOT UMBRELLA,5.95,278,65,inventory.xml,2026-08-28 10:16:22.519868
85014A,BLACK/BLUE POLKADOT UMBRELLA,5.95,252,42,inventory.xml,2026-08-28 10:16:22.519868
22193,RED DINER WALL CLOCK,8.50,391,31,inventory.xml,2026-08-28 10:16:22.519868
22192,BLUE DINER WALL CLOCK,8.50,498,65,inventory.xml,2026-08-28 10:16:22.519868
22191,IVORY DINER WALL CLOCK,8.50,332,35,inventory.xml,2026-08-28 10:16:22.519868
22195,LARGE HEART MEASURING SPOONS,1.65,204,80,inventory.xml,2026-08-28 10:16:22.519868
22196,SMALL HEART MEASURING SPOONS,0.85,203,94,inventory.xml,2026-08-28 10:16:22.519868
22962,JAM JAR WITH PINK LID,0.72,208,39,inventory.xml,2026-08-28 10:16:22.519868
22963,JAM JAR WITH GREEN LID,0.72,407,64,inventory.xml,2026-08-28 10:16:22.519868
22968,ROSE COTTAGE KEEPSAKE BOX,8.50,160,23,inventory.xml,2026-08-28 10:16:22.519868
84970S,HANGING HEART ZINC T-LIGHT HOLDER,0.64,83,34,inventory.xml,2026-08-28 10:16:22.519868
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2.55,167,50,inventory.xml,2026-08-28 10:16:22.519868
20668,DISCO BALL CHRISTMAS DECORATION,0.10,11,90,inventory.xml,2026-08-28 10:16:22.519868
22197,SMALL POPCORN HOLDER,0.72,53,97,inventory.xml,2026-08-28 10:16:22.519868
22198,LARGE POPCORN HOLDER,1.45,45,71,inventory.xml,2026-08-28 10:16:22.519868
21080,SET/20 RED RETROSPOT PAPER NAPKINS,0.64,385,66,inventory.xml,2026-08-28 10:16:22.519868
21086,SET/6 RED SPOTTY PAPER CUPS,0.65,361,65,inventory.xml,2026-08-28 10:16:22.519868
21786,POLKADOT RAIN HAT,0.32,348,24,inventory.xml,2026-08-28 10:16:22.519868
22654,DELUXE SEWING KIT,4.95,230,50,inventory.xml,2026-08-28 10:16:22.519868
21485,RETROSPOT HEART HOT WATER BOTTLE,4.25,358,98,inventory.xml,2026-08-28 10:16:22.519868
84030E,ENGLISH ROSE HOT WATER BOTTLE,3.75,80,52,inventory.xml,2026-08-28 10:16:22.519868
22174,PHOTO CUBE,1.48,450,37,inventory.xml,2026-08-28 10:16:22.519868
22556,PLASTERS IN TIN CIRCUS PARADE,1.65,250,39,inventory.xml,2026-08-28 10:16:22.519868
21984,PACK OF 12 PINK PAISLEY TISSUES,0.29,469,77,inventory.xml,2026-08-28 10:16:22.519868
21983,PACK OF 12 BLUE PAISLEY TISSUES,0.29,76,23,inventory.xml,2026-08-28 10:16:22.519868
21980,PACK OF 12 RED RETROSPOT TISSUES,0.29,248,97,inventory.xml,2026-08-28 10:16:22.519868
21484,CHICK GREY HOT WATER BOTTLE,3.45,348,90,inventory.xml,2026-08-28 10:16:22.519868
22557,PLASTERS IN TIN VINTAGE PAISLEY,1.65,247,65,inventory.xml,2026-08-28 10:16:22.519868
22553,PLASTERS IN TIN SKULLS,1.65,223,57,inventory.xml,2026-08-28 10:16:22.519868
22150,3 STRIPEY MICE FELTCRAFT,1.95,83,80,inventory.xml,2026-08-28 10:16:22.519868
22619,SET OF 6 SOLDIER SKITTLES,3.75,190,63,inventory.xml,2026-08-28 10:16:22.519868
21891,TRADITIONAL WOODEN SKIPPING ROPE,1.25,119,58,inventory.xml,2026-08-28 10:16:22.519868
21889,WOODEN BOX OF DOMINOES,1.25,150,45,inventory.xml,2026-08-28 10:16:22.519868
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,165.00,341,55,inventory.xml,2026-08-28 10:16:22.519868
22127,PARTY CONES CARNIVAL ASSORTED,1.25,315,80,inventory.xml,2026-08-28 10:16:22.519868
22128,PARTY CONES CANDY ASSORTED,1.25,303,24,inventory.xml,2026-08-28 10:16:22.519868
22502,PICNIC BASKET WICKER SMALL,5.95,180,22,inventory.xml,2026-08-28 10:16:22.519868
22338,STAR DECORATION PAINTED ZINC,0.65,479,77,inventory.xml,2026-08-28 10:16:22.519868
22180,RETROSPOT LAMP,9.95,43,49,inventory.xml,2026-08-28 10:16:22.519868
21506,"FANCY FONT BIRTHDAY CARD,",0.42,171,84,inventory.xml,2026-08-28 10:16:22.519868
22866,HAND WARMER SCOTTY DOG DESIGN,1.85,59,22,inventory.xml,2026-08-28 10:16:22.519868
22865,HAND WARMER OWL DESIGN,1.85,169,92,inventory.xml,2026-08-28 10:16:22.519868
22349,DOG BOWL CHASING BALL DESIGN,3.75,480,29,inventory.xml,2026-08-28 10:16:22.519868
22558,CLOTHES PEGS RETROSPOT PACK 24,1.25,183,53,inventory.xml,2026-08-28 10:16:22.519868
85152,HAND OVER THE CHOCOLATE   SIGN,2.10,454,97,inventory.xml,2026-08-28 10:16:22.519868
22652,TRAVEL SEWING KIT,1.65,247,28,inventory.xml,2026-08-28 10:16:22.519868
22188,BLACK HEART CARD HOLDER,3.95,349,72,inventory.xml,2026-08-28 10:16:22.519868
21314,SMALL GLASS HEART TRINKET POT,2.10,228,78,inventory.xml,2026-08-28 10:16:22.519868
22730,ALARM CLOCK BAKELIKE IVORY,3.75,132,54,inventory.xml,2026-08-28 10:16:22.519868
22729,ALARM CLOCK BAKELIKE ORANGE,3.75,382,26,inventory.xml,2026-08-28 10:16:22.519868
22867,HAND WARMER BIRD DESIGN,2.10,484,61,inventory.xml,2026-08-28 10:16:22.519868
22803,IVORY EMBROIDERED QUILT,35.75,131,54,inventory.xml,2026-08-28 10:16:22.519868
35004B,SET OF 3 BLACK FLYING DUCKS,4.65,389,89,inventory.xml,2026-08-28 10:16:22.519868
21844,RED RETROSPOT MUG,2.95,130,74,inventory.xml,2026-08-28 10:16:22.519868
22468,BABUSHKA LIGHTS STRING OF 10,6.75,358,47,inventory.xml,2026-08-28 10:16:22.519868
48185,DOORMAT FAIRY CAKE,7.95,394,24,inventory.xml,2026-08-28 10:16:22.519868
21232,STRAWBERRY CERAMIC TRINKET BOX,1.25,224,67,inventory.xml,2026-08-28 10:16:22.519868
22064,PINK DOUGHNUT TRINKET POT,1.65,368,42,inventory.xml,2026-08-28 10:16:22.519868
22449,SILK PURSE BABUSHKA PINK,3.35,136,74,inventory.xml,2026-08-28 10:16:22.519868
22835,HOT WATER BOTTLE I AM SO POORLY,4.65,39,89,inventory.xml,2026-08-28 10:16:22.519868
22112,CHOCOLATE HOT WATER BOTTLE,4.95,48,48,inventory.xml,2026-08-28 10:16:22.519868
21479,WHITE SKULL HOT WATER BOTTLE,3.75,223,92,inventory.xml,2026-08-28 10:16:22.519868
22111,SCOTTIE DOG HOT WATER BOTTLE,4.95,451,61,inventory.xml,2026-08-28 10:16:22.519868
22110,BIRD HOUSE HOT WATER BOTTLE,2.55,63,62,inventory.xml,2026-08-28 10:16:22.519868
22098,BOUDOIR SQUARE TISSUE BOX,1.25,227,81,inventory.xml,2026-08-28 10:16:22.519868
22100,SKULLS SQUARE TISSUE BOX,1.25,352,83,inventory.xml,2026-08-28 10:16:22.519868
22766,PHOTO FRAME CORNICE,2.95,101,92,inventory.xml,2026-08-28 10:16:22.519868
22451,SILK PURSE BABUSHKA RED,3.35,360,99,inventory.xml,2026-08-28 10:16:22.519868
22549,PICTURE DOMINOES,1.45,152,32,inventory.xml,2026-08-28 10:16:22.519868
84744,S/6 SEW ON CROCHET FLOWERS,1.25,404,53,inventory.xml,2026-08-28 10:16:22.519868
85049E,SCANDINAVIAN REDS RIBBONS,1.25,289,94,inventory.xml,2026-08-28 10:16:22.519868
21328,BALLOONS  WRITING SET,1.65,273,44,inventory.xml,2026-08-28 10:16:22.519868
17091A,LAVENDER INCENSE IN TIN,1.25,88,20,inventory.xml,2026-08-28 10:16:22.519868
22473,TV DINNER TRAY VINTAGE PAISLEY,4.95,231,66,inventory.xml,2026-08-28 10:16:22.519868
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,3.75,428,80,inventory.xml,2026-08-28 10:16:22.519868
84510A,SET OF 4 ENGLISH ROSE COASTERS,1.25,9,79,inventory.xml,2026-08-28 10:16:22.519868
22767,TRIPLE PHOTO FRAME CORNICE,9.95,379,84,inventory.xml,2026-08-28 10:16:22.519868
22768,FAMILY PHOTO FRAME CORNICE,9.95,246,71,inventory.xml,2026-08-28 10:16:22.519868
21463,MIRRORED DISCO BALL,5.95,359,30,inventory.xml,2026-08-28 10:16:22.519868
21464,DISCO BALL ROTATOR BATTERY OPERATED,4.25,331,87,inventory.xml,2026-08-28 10:16:22.519868
20820,SILVER LOOKING MIRROR,4.95,216,53,inventory.xml,2026-08-28 10:16:22.519868
85150,LADIES & GENTLEMEN METAL SIGN,2.55,154,87,inventory.xml,2026-08-28 10:16:22.519868
22117,METAL SIGN HER DINNER IS SERVED,2.95,313,85,inventory.xml,2026-08-28 10:16:22.519868
48129,DOORMAT TOPIARY,7.95,70,97,inventory.xml,2026-08-28 10:16:22.519868
82580,BATHROOM METAL SIGN,0.55,292,21,inventory.xml,2026-08-28 10:16:22.519868
82578,KITCHEN METAL SIGN,0.55,47,89,inventory.xml,2026-08-28 10:16:22.519868
82581,TOILET METAL SIGN,0.55,324,70,inventory.xml,2026-08-28 10:16:22.519868
22413,METAL SIGN TAKE IT OR LEAVE IT,2.95,314,58,inventory.xml,2026-08-28 10:16:22.519868
21907,I'M ON HOLIDAY METAL SIGN,2.10,42,83,inventory.xml,2026-08-28 10:16:22.519868
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2.10,378,96,inventory.xml,2026-08-28 10:16:22.519868
21122,SET/10 PINK POLKADOT PARTY CANDLES,1.25,207,61,inventory.xml,2026-08-28 10:16:22.519868
22851,SET 20 NAPKINS FAIRY CAKES DESIGN,0.85,393,26,inventory.xml,2026-08-28 10:16:22.519868
22810,SET OF 6 T-LIGHTS SNOWMEN,2.95,20,78,inventory.xml,2026-08-28 10:16:22.519868
22809,SET OF 6 T-LIGHTS SANTA,2.95,89,38,inventory.xml,2026-08-28 10:16:22.519868
22435,SET OF 9 HEART SHAPED BALLOONS,1.25,246,38,inventory.xml,2026-08-28 10:16:22.519868
20966,SANDWICH BATH SPONGE,1.25,94,35,inventory.xml,2026-08-28 10:16:22.519868
20963,APPLE BATH SPONGE,1.25,164,35,inventory.xml,2026-08-28 10:16:22.519868
20961,STRAWBERRY BATH SPONGE,1.25,330,92,inventory.xml,2026-08-28 10:16:22.519868
22068,BLACK PIRATE TREASURE CHEST,1.65,72,49,inventory.xml,2026-08-28 10:16:22.519868
21743,STAR PORTABLE TABLE LIGHT,2.95,338,28,inventory.xml,2026-08-28 10:16:22.519868
